,Category,Message,Length
1157,0,hey someth came last min think wun sign tmr hee,70
1158,0,adult would learn experi real danger dont like peep use drug dont need comment,140
1159,0,hey veggi pizza,31
1160,0,yun buy school got offer plu,52
1161,0,sure neighbor didnt pick,40
1162,0,k sent,23
1163,1,free entri wkli comp win fa cup final tkt st may text fa receiv entri question std txt rate c appli,155
1164,0,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,145
1165,0,well im computerless time make oreo truffl,54
1166,0,haha yeah see sec,43
1167,0,number sir,30
1168,0,lol hot air balloon,39
1169,0,ok bu come soon come otherwis tomorrow,71
1170,0,msg r time pass silent say think u right also make u think least moment gd nt swt drm shesil,146
1171,0,yeah probabl swing roommat finish girl,73
1172,1,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u,159
1173,0,happi new year melodi,23
1174,0,dun need pick ur gf,25
1175,0,yay better told girl either,59
1176,0,horribl u eat mac eat u forgot abt alreadi rite u take long repli thk toot b b prepar wat shall eat,150
1177,0,say fantast chanc anyth need bigger life lift lose live think would first person die n v q,166
1178,0,nw came hme da,26
1179,0,outsid island head toward hard rock run,66
1180,0,day class class,35
1181,0,chennai velacheri,26
1182,0,flippin shit yet,26
1183,0,k give sec break lt gt cstore,49
1184,0,much bad avoid like,38
1185,0,yo around got car back,36
1186,0,annoy,18
1187,0,goodmorn today late lt gt min,48
1188,0,point hangin mr right makin u happi,68
1189,0,come aliv better correct good look figur,73
1190,0,case guess see campu lodg,49
1191,0,done,13
1192,0,come home one last time wont anyth trust,63
1193,0,night worri appt shame miss girl night quizz popcorn hair,133
1194,1,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbab co uk pic wk,154
1195,0,ok c ya,13
1196,1,new voicemail pleas call,49
1197,0,said matter mind say matter,74
1198,0,also know lunch menu da know,48
1199,0,al moan n e thin goe wrong fault al de argument r fault fed himso bother hav go thanx xx,138
1200,0,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt,164
1201,0,otherwis part time job na tuition,40
1202,0,know call,20
1203,0,also da feel yesterday night wait til day night dear,61
1204,0,thank understand tri tell sura,61
1205,1,win year suppli cd store ur choic worth enter weekli draw txt music ts cs www ldew com sub win ppmx,145
1206,0,whole car appreci last two dad map read semi argument apart thing go ok p,130
1207,1,sim subscrib select receiv bonu get deliv door txt word ok claim p msg exp apr,148
1208,0,need strong arm,37
1209,0,also maaaan miss,31
1210,0,bday real april,27
1211,0,guessin gonna,41
1212,0,ok come ur home half hour,49
1213,0,yo game almost want go walmart soon,52
1214,0,yeah probabl sure ilol let u know person wuldnt bother ur goin mite well,124
1215,0,text creepi like think forgot,63
1216,0,would good phone tomo lunchtim shall organis someth,83
1217,1,new voicemail pleas call,50
1218,0,damn make tonight want wait til tomorrow,70
1219,0,k k also fine complet cours,55
1220,0,true passabl get high score appli phd get year salari make life easier,119
1221,1,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend p tone repli hl info,143
1222,0,prakesh know,22
1223,0,teach app da come colleg,43
1224,0,rofl betta invest anti age product,46
1225,1,winner u special select receiv cash holiday flight inc speak live oper claim,145
1226,0,sir receiv account anoth hr time sorri delay,75
1227,1,repli name address receiv post week complet free accommod variou global locat www phb com ph p,159
1228,0,submit da project tmr rite,42
1229,1,free entri weekli comp send word enter c www textcomp com cust care,122
1230,0,ju an lar u noe later,31
1231,0,want send someth sell fast lt gt k easi money,76
1232,0,got thing may pub later,51
1233,0,finish meet call,27
1234,0,lol ok snatch purs,34
1235,0,hello drivbi quit edrunk sorri iff pthi make senrd dnot dancc drum n basq ihav fun nhite x ro xxxxxxx,125
1236,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,136
1237,0,much get,24
1238,0,ur paper e morn aft tmr,33
1239,0,dear reliev westonzoyland go plan end,63
1240,0,hope great new semest wish best made great,96
1241,0,oh ye speak txt u hmm u get email,53
1242,0,want show world princess europ,59
1243,0,nobodi decid eat dad want chines,52
1244,0,shoot doc wait room,45
1245,0,go dinner soon,34
1246,0,hello site download song urgent pl,53
1247,0,know u mean king havin credit goin bed night night sweet sleep,110
1248,0,horribl gal sch stuff come u got mc,60
1249,0,hi hun im comin nite tell everi im sorri hope u ava goodtim oli rang melnit ifink mite b sort il explain everythin mon l rs x,152
1250,0,call later network urgnt sm,55
1251,0,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,84
1252,1,pleas call immedi urgent messag wait,81
1253,0,yeah like goe like friend imma flip shit like half hour,87
1254,0,mum say wan go go shun bian watch da glass exhibit,83
1255,0,plan pongal,26
1256,0,wait till end march el nino get oh,58
1257,0,yet chikku go room nw bu,46
1258,0,also cbe pay,43
1259,0,honey boo miss u,24
1260,0,sent jd custom servic cum account execut ur mail id detail contact us,97
1261,0,yo parent gettin cash good news pick downstem,70
1262,0,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy,179
1263,1,hungri gay guy feel hungri call p min stop text call p min,120
1264,0,ok wahala rememb friend need,54
1265,0,see half hour,26
1266,0,im inperialmus listen weirdest track ever leafcutt john sound like insect molest someon plumb remix evil men acid,154
1267,0,hey sorri didntgiv ya bellearli hunni bedbut mite go thepub l tr uwana mt load luv jenxxx,123
1268,0,serious tell exact word right,48
1269,1,u get phone wanna chat set meet call u cum moro luv jane xx call minmoremobsemspobox po wa,146
1270,0,tee hee lectur cheeri bye bye,40
1271,0,sorri chikku cell got problem tht nt abl repli u msg u,81
1272,0,still havent collect dough pl let know go place sent get control number,116
1273,0,ok,5
1274,1,network oper servic free c visit biz,66
1275,0,let know contact settl room let know ok,81
1276,0,wot u u weirdo,20
1277,0,lor,13
1278,0,dont put phone silent mode ok,37
1279,0,meet depend wan lor,64
1280,0,wait tv show start lor u leh still busi ur report,69
1281,0,oh ho first time u use type word,55
1282,0,one stalk profil,45
1283,0,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt,159
1284,0,ye thought thank,25
1285,0,drinkin ok,28
1286,0,wonder other took,40
1287,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,156
1288,0,dog must alway wait till end day word run time cell alreadi,138
1289,0,happi new year u,24
1290,0,hey great deal farm tour pm pax deposit may,70
1291,0,eat jap done oso aft ur lect wat got lect rite,60
1292,0,hey babe saw came onlin second disappear happen,86
1293,0,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish,174
1294,0,happi birthday may ur dream come true,48
1295,0,aiyah u ok alreadi lar e nydc wheellock,48
1296,0,tell said eat shit,25
1297,0,sure drive reach destin soon,54
1298,0,k much th fifti,38
1299,0,daili text favour time,44
1300,0,great hear settl well happenin wit ola,64
1301,0,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,133
1302,0,tot u reach liao said shirt,36
1303,0,fran decid go n e way im complet broke knacker got bout c u mrw love janx p dad fone credit,132
1304,0,cant pick phone right pl send messag,51
1305,0,right make appoint right,48
1306,0,design softwar develop may get chennai,62
1307,1,enjoy jamster videosound gold club credit new videosound logo musicnew get fun jamster co uk help call,162
1308,1,get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli,155
1309,0,jokin oni lar busi wun disturb,46
1310,0,ok care text drive,39
1311,0,alway even spirit get bb soon tri sure need,103
1312,0,u r much close heart u go away shatter plz stay,83
1313,0,love u babe r u sure everyth alrit idiot txt bak girli,84
1314,0,abt make pic bigger,39
1315,0,got got colour lor one colour quit light n e darker lor actual done style hair,122
1316,0,whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say ju walk wid littl amp promis bring back ur smile,154
1317,0,noth ok anyway give treat,36
1318,1,win newest harri potter order phoenix book repli harri answer question chanc first among reader,138
1319,0,ok,5
1320,0,correct work today,30
1321,0,sent scream moan bed princess,57
1322,0,wake long ago alreadi dunno thing,54
1323,0,oh get even u u,34
1324,0,thk shd ok said plu minu leav line paragraph,84
1325,0,call plz number show coveragd area urgnt call vasai amp reach clock call plz,139
1326,0,yeah jay sort fuck retard,35
1327,0,sorri bathroom sup,31
1328,1,ur balanc ur next question sang uptown girl answer txt ur answer good luck,125
1329,0,exam februari wish great day,48
1330,0,dont know come ask question like dont mistak,94
1331,0,aight rush ask jay,27
1332,0,good morn plz call sir,28
1333,0,ok lar u sleep earli nite,41
1334,0,oh icic k lor den meet day,42
1335,0,oh half hour much longer syria canada eh wow must get much work done day us extra time grin,150
1336,0,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon,162
1337,0,sweet may may go u meet carlo gaug patti interest,82
1338,0,buy today need c meh,44
1339,0,aight sorri take ten year shower plan,56
1340,0,everi monday nxt week vl complet,41
1341,0,might ax well im,23
1342,0,chill anoth hr could sleep pain surgic emerg see unfold okay,112
1343,0,yeah tri scroung someth,38
1344,0,crazi ar marri like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,159
1345,0,somewher fredericksburg,32
1346,0,que pase un buen tiempo someth like,47
1347,0,ok stay night xavier sleep bag get tire,82
1348,0,doesnt need test,25
1349,0,noth much chillin home super bowl plan,51
1350,1,free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk wk,154
1351,0,bugi oso near wat,21
1352,0,yo there class tmrw right,30
1353,0,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via way sm com,121
1354,0,goodnight sleep well da pleas take care pa pleas,53
1355,0,baaaaab misss youuuuu go teach class,84
1356,0,convey regard,24
1357,0,u ned convinc tht possibl witot hurt feel main,81
1358,0,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,152
1359,0,start send blackberri torch nigeria find buyer like month tell dad buy bb anyon oh,131
1360,0,lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read,327
1361,0,yo dude guess got arrest day,49
1362,0,shuhui say chang suntec steamboat u noe r u,65
1363,0,danc river,29
1364,0,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,207
1365,0,hey realli pretti late want go lesson first join reach tp mrt,114
1366,1,hot live fantasi call p per min ntt ltd po box croydon cr wb k,101
1367,0,bbq sat mine ish ur welcom come,49
1368,0,know thing wrong everyso often panick start goin bout bein good enough,106
1369,0,alright good night,36
1370,0,tri make anoth butt,32
1371,0,hope feel great pl fill abiola,50
1372,0,though shd go n fun bar town someth sound ok,78
1373,0,go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest,141
1374,1,bear pic nick tom pete dick fact type tri gay chat photo upload call p min stop text call,151
1375,1,new mobil must go txt nokia collect today www tc biz optout gbp mtmsg txtauction,153
1376,0,final readi fyi,23
1377,0,aunti huai juan never pick phone,40
1378,1,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf,159
1379,0,ya tel wat ur problem,25
1380,1,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend p tone repli hl info,143
1381,0,dnt wnt tlk wid u,22
1382,0,spend day wait ideal path appear front us forget path made walk wait goodnight,153
1383,0,ok arm feel weak cuz got shot go anoth time,72
1384,0,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,203
1385,0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person bt girlfrnd g n g h,324
1386,0,ok pop ask bout someth said around tonght wen girl come,115
1387,0,e best ur exam later,27
1388,0,hope ur head hurt much plough way pile iron stay chinki tonight come round like,139
1389,0,oh k think wi nz player unsold,46
1390,0,haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight,115
1391,0,wonder got onlin love gone net cafe get phone recharg friend net think boytoy,155
1392,0,haha kid papa need drug,35
1393,0,thk shld b ya wana go lesson haha go one whole stretch,82
1394,0,oh ok,7
1395,0,r still meet dinner tonight,36
1396,0,that cool gentleman treat digniti respect,73
1397,0,shall start hear,24
1398,0,wait u lor need feel bad lar,49
1399,0,check got detail messag,48
1400,0,regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon,155
1401,0,decid peopl care stuff vote care stuff loser,93
1402,0,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,99
1403,0,regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon,155
1404,0,cool fun practic make babi,48
1405,0,actual get readi leav hous,42
1406,0,k k special today,24
1407,1,urgent import inform user today lucki day find log onto http www urawinn com fantast surpris await,163
1408,0,gotta,30
1409,0,got ten buck jay noncomitt,44
1410,0,hungri,24
1411,0,pl speak custom machan,34
1412,0,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream,144
1413,0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,179
1414,1,dear u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr,143
1415,0,wat ur opinion abt abt charact,52
1416,0,jay snicker tell x total fuck chord speak,82
1417,0,hour went hair cut,39
1418,0,wonder co dun rem see silver car thk saw black one,80
1419,0,lmao take pic send,35
1420,0,speak feel word better silenc gud mrng,78
1421,0,current scotland,41
1422,0,work week,27
1423,1,congratul ur award either cd gift voucher free entri weekli draw txt music tnc www ldew com win ppmx age,150
1424,0,lol great im get hungri,32
1425,0,ye saw messag,33
1426,0,mu like lt gt second,41
1427,0,ok,5
1428,0,thing r good thanx got exam march ive done revis fran still boyf ive gotta interviw exet bit worri x,126
1429,0,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari come,166
1430,1,sale arsen dartboard good condit doubl trebl,71
1431,0,look back build coat want get sick hurri home wear coat gym,141
1432,0,pain person thought alway tri keep everybodi happi time nobodi recognis alon,122
1433,0,thank love wish rock,38
1434,0,intrepid duo great time see soon,62
1435,0,ask sen come chennai search job,47
1436,0,dad went oredi,21
1437,0,ju hope true missin co realli missin done anyth feel guilti yet,115
1438,0,wat late still earli mah juz go dinner lor aiya dunno,71
1439,0,arm fine cardiff uni,33
1440,0,fact leav think addi goe back school tue wed,72
1441,0,cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day,132
1442,0,ya go restaur,26
1443,0,ok askd u knw tht,38
1444,1,free st week entri textpod chanc win gb ipod cash everi wk txt pod ts cs www textpod net custcar,140
1445,0,duck chinchilla,25
1446,0,marriag function,27
1447,0,look like u wil b get headstart im leav bout ish u r desper compani could head earlier goin meet rummer,159
1448,0,give fli monkey wot think certainli mind friend mine,103
1449,1,regist optin subscrib ur draw gift voucher enter receipt correct an what bbc chart,141
1450,0,say thank,12
1451,0,msg rajini come,25
1452,0,ya take ure practic lesson start june,62
1453,0,good need drug,33
1454,0,stupid possibl,23
1455,0,decid faster co si go home liao,52
1456,1,summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help,159
1457,0,u sleep go take haha got spi wat onlin check n repli mail lor,104
1458,1,clair havin borin time alon u wanna cum nite chat hope c u luv clair xx call minmoremobsemspobox po wa,153
1459,0,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose,149
1460,1,bought one rington get text cost pound offer tone etc,81
1461,0,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow,144
1462,0,kinda first one get twelv aah speak tomo,51
1463,1,urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap,152
1464,0,ok good later come find c lucki told go earlier later pple take finish,111
1465,0,wat make u thk fall actual thk quit prone fall lucki dad home ask come n fetch alreadi,131
1466,1,guarante latest nokia phone gb ipod mp player prize txt word collect tc llc ny usa p mt msgrcvd,158
1467,0,account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt,174
1468,0,wont touch permiss,42
1469,1,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg day luci x call minmobsmorelkpobox hp fl,160
1470,0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,151
1471,0,take small dose tablet fever,37
1472,0,oh u must taken real valentin shop first,61
1473,0,sent email address incomm right,72
1474,0,gonna blake night might abl get littl earli,93
1475,0,friendship game play word say start march end may tomorrow yesterday today e,141
1476,0,nice wait text right gonna pay ticket ya know,85
1477,0,watch lotr w si di aft u wan meet dinner nite,78
1478,0,keep away like,33
1479,0,think far find check googl map place dorm,90
1480,0,trip ok quit tire lor uni start today ok co take modul ju concentr final yr project,147
1481,0,alway say welp,33
1482,0,guy browsin compulsori,32
1483,0,ok,5
1484,0,puriti friendship two smile read forward messag smile see name gud evng musthu,149
1485,0,sorri call later,22
1486,0,add realli care least get dude fuck hey money want,132
1487,0,hello lover goe new job happi think wake slave send teas kiss across sea,154
1488,0,told number gautham,31
1489,0,tell need investig anywher,51
1490,0,ok juz receiv,18
1491,0,cant believ said mani thing morn realli want say good morn love beauti morn see librari later,172
1492,1,account credit free text messag activ txt word credit cs www biz,130
1493,0,end might still vomit okay everyth come,76
1494,0,money money aint thing sha,78
1495,0,everyth weather keep extra warm cold noth seriou pl lot vitamin c,112
1496,0,hey gal anyon u go e drive centr tmr,58
1497,0,alway yahoo messeng send messag get may send mobil mode sha get repli,158
1498,0,put readi lt time gt,59
1499,0,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,154
1500,1,sm ac jsco energi high u may know channel day ur leadership skill r strong psychic repli an w question end repli end jsco,154
1501,0,host base idp linux system,34
1502,1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call,122
1503,0,da what plan,26
1504,0,ill lt gt ok,31
1505,0,oh god almost home,26
1506,0,total video convert free download type googl search,64
1507,1,thank vote sing along star karaok mobil free link repli sing,121
1508,0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,179
1509,0,sound like someth someon test would sayi,56
1510,0,u love someon dont make love u much u love much dont want love anyon except gud nit,148
1511,0,pete phone still jenni colleg leann,90
1512,0,oop sorri check mind pick tomo half eight station would ok,110
1513,0,hey sweet wonder moment might come want send file someon go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss,458
1514,0,how champ leav glasgow,36
1515,0,k best congrat,28
1516,0,wonder get text,33
1517,0,need come home give good lovin,51
1518,1,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,157
1519,0,shall ask one thing dont mistak,45
1520,0,check wid corect spele e sarcasm,37
1521,1,urgent mobil award bonu caller prize nd attempt contact call box qu bt nation rate,158
1522,0,angri happen dear,39
1523,0,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui,96
1524,0,yup ok thanx,15
1525,0,hi ct employe,29
1526,0,pl pl find aunt nike,32
1527,0,wow love sooo much know bare stand wonder day goe well love think miss,152
1528,0,scream mean shout,29
1529,0,hey happen de alright,36
1530,0,pick receipt someth earlier,54
1531,0,think chennai well settl,29
1532,0,oh dang mean send lol,47
1533,0,unfortun found pick sister airport even think go tri go one th,172
1534,0,horribl bf v hungri,32
1535,0,rememb day,22
1536,1,nokia get win free auction take part send nokia hg suit land row w jhl,150
1537,0,feel mr real valentin yo valentin even tho u hardli play,91
1538,0,sound good finger make difficult type,53
1539,0,midnight earliest,24
1540,0,sure tri make xavier smoke want smoke told smoke much,121
1541,0,k come nordstrom done,36
1542,0,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,212
1543,0,press confer da,25
1544,1,hello orang month free access game news sport plu free text photo messag repli ye term appli www orang co uk ow,156
1545,0,complet degre use join financ,59
1546,0,good afternoon love job prospect miss lazi bleak hmmm happi fill love,155
1547,0,shant disturb u anymor jia,37
1548,0,bishan lar nearer need buy earli co buy gotta park car,79
1549,0,dont know oh,24
1550,0,dude sux snake got old raiden got buff,50
1551,0,say hi get ass back south tampa prefer kegger,75
1552,0,e msg ju u said thank gift,41
1553,0,u,8
1554,0,ok dear call chechi,36
1555,0,yeah tote u wanna,31
1556,0,ok found di pierr cardin one look normal cost sale,73
1557,0,good sleep rhythm person establish rhythm bodi learn use want know,127
1558,0,wat r u,14
1559,0,messag truro hospit ext phone phone side,97
1560,0,singl line big mean miss anyth ur best life miss ur best life anyth gud nyt,123
1561,0,got ga money chanc gang want go grand natur adventur,92
1562,0,dnt worri use ice piec cloth pack also take tablet,63
1563,0,dude saw park car sunroof pop sux,58
1564,0,get readi put excel sub face,46
1565,0,tmrw im finish door,26
1566,0,lt gt g saw day ago guy want sell wifi lt gt g lt gt blank,143
1567,0,late,29
1568,0,whatev im pretti piss,31
1569,0,today accept day u accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,156
1570,0,dont much imag class,37
1571,0,got rumour go buy apart chennai,63
1572,0,near kalainar tv offic thenampet,33
1573,1,ur cash balanc current pound maxim ur cash send go p msg cc hg suit land row w j hl,145
1574,1,sm auction brand new nokia auction today auction free join take part txt nokia hg suit land row w j hl,149
1575,0,si catch e show e afternoon watch w c u wan watch today tmr lor,104
1576,0,sound gd haha wah u yan jiu fast liao,58
1577,0,nosi guess idk react freak,62
1578,0,rememb hurt day satan impost need pay price may destini keep go u said pray get mind get,184
1579,0,make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,611
1580,0,princess bet brotha chase,61
1581,0,shall book chez jule half eight ok,62
1582,0,hhahhaahahah rofl wtf nig leonardo room someth,64
1583,0,yep derek hous see sunday lt,47
1584,0,cool let know kick around lt gt day,92
1585,0,sorri call later,22
1586,0,wonder would okay call uncl john let know thing nigeria r lt gt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like,338
1587,0,charg transfer charg withdraw anyhow like,86
1588,0,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,159
1589,0,let go bill miller,30
1590,0,love set soul fire spark flame big rawr flame xoxo,105
1591,0,somewhr someon sure made u god decid perfect time make u meet dat person till den enjoy ur crush,148
1592,0,honeymoon outfit,30
1593,0,help propos go back tomorrow,52
1594,1,privat account statement show un redeem point call identifi code expir,136
1595,0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,152
1596,0,pl confirm time collect chequ,43
1597,1,regist subscrib yr draw gift voucher b enter receipt correct an next olymp txt an,145
1598,1,urgent mobil number award prize guarante call land line claim valid hr ppm,143
1599,0,daddi take good care,35
1600,0,yeah probabl still gotta check leo,47
1601,0,k special,25
1602,0,carlo take sweet time usual let know patti done want smoke tell haul ass,127
1603,0,ok pa noth problem,25
1604,0,heard job go wildlif talk tonight u want come worzel wizzl whatev,142
1605,0,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend u,128
1606,0,came hostel,24
1607,0,ok prob come lunch,43
1608,0,ju tell u dat b leav shanghai st instead haf time meet cya,99
1609,0,freez home yet rememb kiss mom morn love think miss yet,152
1610,0,readi big day tomorrow,37
1611,0,probabl around mu lot,32
1612,0,,3
1613,1,rt king pro video club need help info ringtonek co uk call must club credit redeem www ringtonek co uk enjoy,153
1614,0,thnx dude u guy nite,28
1615,0,sef dey laugh meanwhil darl anji,55
1616,0,mm food da,28
1617,0,k make sens btw carlo difficult guy gonna smoke go pick second batch get ga,121
1618,0,u download fring app,29
1619,0,oz guy kinda flaki one friend interest pick lt gt worth tonight possibl,115
1620,0,friend u stay fb chat,39
1621,0,fuck babe miss sooooo much wish sleep bed lone go sleep dream love,154
1622,0,live simpl love also simpl laugh simpl win tooo simpl simpl difficult gud nte,148
1623,1,u secret admir look make contact u find r reveal think ur special call,132
1624,0,ah well confus thing,42
1625,1,free text msg text ok credit account,71
1626,0,hi dear call urgnt know what problem want work problem least tell wate repli,156
1627,0,dear ok,25
1628,1,select stay top british hotel noth holiday worth claim call london bx sw ss,146
1629,0,ye princess want make happi,41
1630,0,sound like mani talent would like go dinner date next week,83
1631,0,go film day da pm sorri da,45
1632,0,watch movi alreadi xy want shop shop w,73
1633,0,hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,158
1634,0,yesterday go home,47
1635,1,eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p,161
1636,0,come life brought sun shini warm heart put constant smile face make feel love care,159
1637,0,shit surpris went spent even french guy met town fool around bit let fuck,165
1638,1,network allow compani bill sm respons supplier shop give guarante sell b g,155
1639,0,great comedi cant stop laugh da,37
1640,1,freemsg feelin kinda lnli hope u like keep compani jst got cam mobi wanna c pic txt repli date msg p rcv hlp stop,160
1641,0,alright set text man,41
1642,0,hi keen go kind feel go tomo mind,136
1643,0,sleep nt feel well,24
1644,0,u switch fone dammit,35
1645,0,india take lead,25
1646,0,post l r class,31
1647,0,tht wat wright brother fli,36
1648,0,even v good somewhat event laden fill worri head ok throat wreck see six,130
1649,0,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,156
1650,0,laptop take,30
1651,0,dont file bag work call tell find anyth room,118
1652,0,wan earli lei outsid wun b home earli neva mind,82
1653,1,ur chanc win cash everi wk txt action c www movietrivia tv custcar x p wk,122
1654,0,bugi juz wat walk home oredi late repli oso saw top dat like din buy r,144
1655,0,wish famili merri x ma happi new year advanc,73
1656,0,go ok na,22
1657,0,ye post coupl pic fb still snow outsid wake,90
1658,0,one good partnership go take lead,61
1659,1,rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvari max,146
1660,0,yeah class,28
1661,0,send bec templ na,42
1662,0,come home class right need work shower,75
1663,1,hi ur lookin sauci daytim fun wiv busti marri woman free next week chat sort time janinexx call minmobsmorelkpobox hp fl,159
1664,0,mostli like,27
1665,0,v fan,13
1666,0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor,129
1667,0,guess spent last night phase fourth dimens,73
1668,0,dad gonna call get work ask crazi question,88
1669,0,ye said,27
1670,0,hurt n meaning line ever compromis everyth love end love compromis everyth gud mornin,147
1671,0,lmao nice,11
1672,0,glad see repli,23
1673,1,urgent tri contact u today draw show prize guarante call land line claim valid hr,157
1674,1,monthli password wap mobsi com use wap phone pc,73
1675,0,nah dub je still buff,25
1676,0,pain word thought happi toughest thing earth toughest act happi unspoken pain insid,144
1677,0,yeah fine get ok,49
1678,0,lol u come idea,40
1679,0,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,156
1680,0,today song dedic day song u dedic send ur valuabl frnd first rpli,122
1681,0,okay wait ah,18
1682,0,lei,6
1683,0,hi babe u r like bed im sorri tonight realli wanna see u tomorrow call love xxx,126
1684,0,alreadi squat new way walk,46
1685,0,want bold bb torch,30
1686,0,cramp stop go back sleep,35
1687,1,today vodafon number end last four digit select receiv award number match pleas call claim award,172
1688,1,free top rington sub weekli rington get st week free send subpoli per week stop sm,114
1689,0,nan sonathaya soladha boss,32
1690,0,bring tat cd forget,23
1691,1,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr sp tyron,125
1692,0,know rape dude poker,42
1693,0,weightloss girl friend make load money ebay someth give thank god,99
1694,0,gr see messag r u leav congrat dear school wat r ur plan,96
1695,0,eatin later eatin wif fren lei go home first,71
1696,0,finish alreadi yar keep say mushi embarrass ok,72
1697,0,sorri man stash ran dri last night pick sunday,76
1698,0,hai priya right doctor said pa,60
1699,1,free msg sorri servic order could deliv suffici credit pleas top receiv servic,148
1700,0,ok,5
1701,0,pleas ask mummi call father,31
1702,0,come room cannot come hous co hous still messi haha,77
1703,0,lost kilo today,33
